InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Category,Season,BasePrice,CompetitorPrice,PriceChangeFreq,PriceStdDev,PriceRange,DemandIndicator,NumRivals,PriceSyncScore,ReactivePricingFlag,SearchDuration,PurchaseDelay,NumSearches,ADPExposure,DidPurchase,MitigationApplied,PriceMatchingFlag,VolatilityScore,TrustScore,CollusionFlag
INV505075,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,8,2010-07-25 12:55,2.07,C15538,United Kingdom,kitchen,summer,2.1,2.28,4,0.479,1.559,1.056,7,0.504,0,12.2,2.9,3,15,1,0,0,0.4053,1.6319,0
INV505076,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2009-12-24 14:28,2.27,C14777,United Kingdom,kitchen,winter,2.1,2.11,3,0.365,1.194,1.142,7,0.132,0,7.6,0.7,1,9,1,0,1,0.3659,2.7124,0
INV505077,23170,CERAMIC BOWL WITH POLKADOT DESIGN,2,2011-04-30 13:50,4.59,C18340,United Kingdom,kitchen,spring,3.75,4.68,1,0.412,1.134,1.022,1,0.433,1,3.4,0.3,1,27,0,0,0,0.3914,2.3838,0
INV505078,85099B,JUMBO BAG RED RETROSPOT,2,2010-05-11 10:28,2.13,C14184,United Kingdom,bags,spring,2.08,1.99,5,0.272,0.964,1.042,1,0.191,0,21.4,1.1,1,10,1,1,0,0.4139,1.6658,0
INV505079,22633,HAND WARMER UNION JACK,6,2010-01-27 10:50,1.9,C12604,United Kingdom,clothing,winter,1.85,2.09,3,0.557,3.007,1.011,7,0.097,0,7.7,0.5,1,9,1,1,1,0.3125,2.425,0
INV505080,22423,REGENCY CAKESTAND 3 TIER,3,2011-07-18 08:58,17.11,C17609,United Kingdom,kitchen,summer,12.75,18.8,1,2.892,15.758,0.981,6,0.263,0,3.7,0.4,1,4,1,0,0,0.4543,2.6009,0
INV505081,23170,CERAMIC BOWL WITH POLKADOT DESIGN,1,2010-01-14 13:41,3.19,C12474,United Kingdom,kitchen,winter,3.75,2.76,2,0.983,2.573,0.861,4,0.282,0,7.4,0.4,1,8,1,0,0,0.2714,1.9425,0
INV505082,23170,CERAMIC BOWL WITH POLKADOT DESIGN,6,2011-01-04 14:45,3.55,C16090,United Kingdom,kitchen,winter,3.75,2.62,3,0.5,2.572,0.602,4,0.421,0,14.0,0.8,5,8,1,0,1,0.3672,2.0668,0
INV505083,23298,SPOTTY BUNTING,3,2010-04-17 14:57,5.27,C13477,United Kingdom,seasonal,spring,4.95,3.99,0,0.791,2.603,0.888,5,0.454,0,3.8,0.9,1,22,0,0,0,0.4034,3.3097,0
INV505084,22457,NATURAL SLATE HEART CHALKBOARD,3,2010-07-22 14:24,1.09,C17598,United Kingdom,home_decor,summer,1.06,1.06,1,0.087,0.284,0.898,1,0.255,1,18.4,2.2,1,10,0,0,0,0.2921,2.833,0
INV505085,21928,JUMBO STORAGE BAG SUKI,19,2010-02-16 13:06,2.03,C14365,United Kingdom,bags,winter,2.08,1.78,5,0.189,0.963,0.843,4,0.08,0,5.1,1.8,4,7,0,1,0,0.3091,2.3124,0
INV505086,21730,GLASS STAR FROSTED T-LIGHT HOLDER,30,2010-10-22 15:57,4.74,C16814,United Kingdom,home_decor,autumn,4.25,4.79,2,0.411,1.992,1.348,2,0.495,1,6.3,0.7,3,13,1,1,1,0.3184,2.6895,0
INV505087,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2010-11-12 15:25,3.28,C12296,United Kingdom,home_decor,autumn,2.55,3.24,7,0.276,1.471,1.438,1,0.469,1,6.7,2.0,1,8,0,0,0,0.3075,2.1905,0
INV505088,22633,HAND WARMER UNION JACK,3,2010-06-09 12:46,1.72,C17937,United Kingdom,clothing,summer,1.85,1.69,2,0.467,1.542,0.818,7,0.219,1,5.6,0.5,4,9,1,1,0,0.3717,2.2881,0
INV505089,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2010-09-04 10:41,5.1,C14840,United Kingdom,home_decor,autumn,4.25,5.29,2,0.939,3.129,1.038,3,0.428,1,2.3,0.6,1,36,1,0,1,0.4129,2.6808,0
INV505090,22197,POPCORN HOLDER,1,2010-05-13 12:33,0.8,C14014,Germany,kitchen,spring,0.85,0.81,3,0.121,0.625,0.946,5,0.125,1,3.8,0.4,2,23,1,0,0,0.3448,2.1689,0
INV505091,23170,CERAMIC BOWL WITH POLKADOT DESIGN,3,2011-06-28 10:53,3.99,C17043,United Kingdom,kitchen,summer,3.75,3.96,5,0.55,2.253,0.782,6,0.605,1,8.5,1.5,1,14,1,1,0,0.4053,2.2611,1
INV505092,22633,HAND WARMER UNION JACK,11,2010-05-23 14:48,1.61,C12687,United Kingdom,clothing,spring,1.85,1.58,1,0.409,2.117,0.879,1,0.261,1,6.4,0.7,1,13,1,1,0,0.3893,2.4924,0
INV505093,23084,RABBIT NIGHT LIGHT,1,2011-04-30 16:22,2.16,C16377,United Kingdom,home_decor,spring,1.65,1.69,3,0.186,0.688,0.921,5,0.548,0,4.8,0.1,1,5,0,0,1,0.3912,2.3577,0
INV505094,22752,SET 7 BABUSHKA NESTING BOXES,3,2010-11-06 09:11,11.13,C14837,United Kingdom,toys,autumn,7.65,10.92,5,2.311,6.13,1.523,4,0.048,1,10.5,3.9,4,12,1,0,0,0.501,1.3052,1
INV505095,22423,REGENCY CAKESTAND 3 TIER,1,2010-10-20 12:36,14.91,C13724,United Kingdom,kitchen,autumn,12.75,14.73,4,1.714,5.632,1.395,6,0.405,1,3.9,0.2,1,4,1,0,0,0.3971,1.8799,1
INV505096,20725,LUNCH BAG RED RETROSPOT,5,2010-05-25 13:00,1.87,C17382,United Kingdom,bags,spring,1.65,1.73,2,0.18,0.537,0.91,1,0.611,0,2.9,0.7,2,22,0,0,0,0.2868,3.0879,0
INV505097,20727,LUNCH BAG BLACK SKULL,8,2011-04-20 13:38,1.82,C16132,United Kingdom,bags,spring,1.65,2.06,5,0.396,1.308,0.915,5,0.684,0,6.0,0.9,4,4,1,0,0,0.4846,2.0181,0
INV505098,47566,PARTY BUNTING,5,2010-11-28 15:31,6.36,C12474,United Kingdom,seasonal,autumn,4.95,3.92,7,1.314,4.786,1.649,6,0.368,0,16.9,1.3,5,7,1,0,0,0.5675,1.6429,0
INV505099,71053,WHITE METAL LANTERN,2,2011-04-06 13:50,3.95,C13997,United Kingdom,home_decor,spring,3.39,4.44,3,0.692,2.46,0.842,5,0.561,0,,1.2,2,13,1,1,0,0.4384,2.2236,1
INV505100,21928,JUMBO STORAGE BAG SUKI,1,2010-01-28 13:20,1.78,C12075,United Kingdom,bags,winter,2.08,1.66,0,0.131,0.444,0.679,2,0.47,0,4.6,0.3,1,15,0,0,0,0.209,2.3891,0
INV505101,23170,CERAMIC BOWL WITH POLKADOT DESIGN,3,2010-06-21 14:32,3.85,C18470,United Kingdom,kitchen,summer,3.75,4.27,3,0.59,2.552,1.069,5,0.376,0,12.8,0.4,5,7,0,0,1,0.2536,1.482,0
INV505102,22752,SET 7 BABUSHKA NESTING BOXES,9,2011-11-11 13:33,10.48,C16978,United Kingdom,toys,autumn,7.65,13.39,13,2.342,7.463,1.478,6,0.443,0,16.9,1.7,3,11,1,1,0,0.6635,1.4206,0
INV505103,22086,PAPER CHAIN KIT 50S CHRISTMAS,30,2010-04-25 12:01,2.99,C14869,United Kingdom,seasonal,spring,2.95,,6,0.701,2.82,1.068,1,0.631,1,8.7,1.4,5,8,1,0,0,0.4454,1.3574,1
INV505104,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,4,2011-11-28 12:08,2.84,C14624,United Kingdom,kitchen,autumn,2.1,2.37,4,0.426,1.522,1.536,8,0.016,0,12.1,0.9,4,9,1,0,0,0.4894,2.0304,0
INV505105,22423,REGENCY CAKESTAND 3 TIER,46,2011-09-03 11:59,16.86,C13475,United Kingdom,kitchen,autumn,12.75,20.22,1,2.518,10.119,1.227,8,0.525,0,5.2,1.9,2,4,1,1,0,0.301,2.1475,0
INV505106,22752,SET 7 BABUSHKA NESTING BOXES,15,2010-08-29 19:03,8.58,C17935,France,toys,summer,7.65,7.71,4,2.202,5.62,1.126,4,0.175,0,2.7,0.9,3,5,1,0,0,0.5082,1.7425,1
INV505107,22632,HAND WARMER RED POLKA DOT,2,2011-10-27 12:00,2.31,C15727,United Kingdom,clothing,autumn,1.85,2.75,7,0.235,1.266,1.136,8,0.458,0,10.8,1.8,3,13,0,0,0,0.4525,1.6893,0
INV505108,22086,PAPER CHAIN KIT 50S CHRISTMAS,15,2011-09-08 09:46,3.72,C12789,United Kingdom,seasonal,autumn,2.95,3.2,0,0.538,2.04,1.092,7,0.473,0,5.3,0.9,2,15,0,0,0,0.4564,2.1909,1
INV505109,22111,SCOTTIE DOG HOT WATER BOTTLE,5,2010-08-13 13:42,5.69,C14643,Germany,clothing,summer,4.65,6.91,2,0.574,2.635,0.98,8,0.308,0,4.0,0.4,4,9,0,0,0,0.3433,1.8568,0
INV505110,23170,CERAMIC BOWL WITH POLKADOT DESIGN,5,2009-12-15 12:15,4.32,C16643,United Kingdom,kitchen,winter,3.75,4.53,1,0.707,2.739,1.423,8,0.182,1,3.7,0.6,1,37,1,0,0,0.2912,3.0713,0
INV505111,85099B,JUMBO BAG RED RETROSPOT,10,2011-08-10 09:31,2.61,C15726,Germany,bags,summer,2.08,2.75,1,0.312,1.641,1.214,3,0.485,1,3.7,4.1,3,7,1,0,0,0.3636,1.6536,1
INV505112,22960,JAM MAKING SET WITH JARS,3,2011-03-23 11:00,3.88,C13854,United Kingdom,kitchen,spring,4.25,3.31,3,1.06,5.694,0.861,5,0.349,0,16.4,2.3,3,8,1,0,0,0.4239,1.3385,0
INV505113,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,2,2009-12-15 15:56,2.35,C16889,United Kingdom,kitchen,winter,2.1,2.27,4,0.227,0.7,1.486,2,0.254,1,7.6,1.7,5,2,1,0,0,0.3246,1.7443,0
INV505114,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-11-04 11:55,2.71,C18452,United Kingdom,kitchen,autumn,2.1,2.78,2,0.565,1.851,1.045,7,0.215,1,5.6,0.5,1,9,1,0,0,0.3908,1.8486,1
INV505115,22752,SET 7 BABUSHKA NESTING BOXES,10,2010-07-23 16:39,9.43,C13027,United Kingdom,toys,summer,7.65,9.81,3,1.451,6.715,1.154,3,0.446,1,6.4,2.6,2,26,0,0,0,0.4061,1.6789,0
INV505116,23170,CERAMIC BOWL WITH POLKADOT DESIGN,5,2011-01-07 11:58,3.95,C14975,United Kingdom,kitchen,winter,3.75,1.98,2,1.12,5.512,0.746,6,0.292,0,2.4,0.5,2,9,1,1,0,0.4149,2.2171,1
INV505117,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-11-23 14:28,3.78,C12726,United Kingdom,home_decor,autumn,2.75,3.32,3,0.805,3.861,1.535,4,0.271,0,4.8,0.8,2,4,1,0,0,0.5114,2.7184,1
INV505118,85099B,JUMBO BAG RED RETROSPOT,1,2011-02-01 13:44,2.06,C16413,United Kingdom,bags,winter,2.08,2.12,3,0.297,0.802,0.65,7,0.534,1,7.9,0.7,5,4,0,0,0,0.3224,2.2064,0
INV505119,23298,SPOTTY BUNTING,6,2011-12-04 10:39,6.55,C17553,United Kingdom,seasonal,winter,4.95,5.67,2,1.158,3.723,1.721,8,0.593,0,14.7,2.8,3,5,1,0,1,0.5775,1.4348,0
INV505120,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2009-12-18 12:15,5.02,C14013,United Kingdom,clothing,winter,4.65,4.46,1,0.321,1.376,1.187,7,0.069,0,2.5,0.3,1,6,0,0,0,0.2967,2.1418,0
INV505121,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2010-04-20 11:47,2.63,C17100,United Kingdom,home_decor,spring,2.55,2.61,2,0.619,1.794,0.912,8,0.293,1,11.8,0.3,1,7,1,1,0,0.2941,2.948,0
INV505122,47566,PARTY BUNTING,18,2010-07-21 12:16,4.73,C17858,United Kingdom,seasonal,summer,4.95,6.07,3,0.947,4.806,0.995,7,0.405,0,,3.4,6,6,0,0,0,0.4451,1.7504,1
INV505123,22632,HAND WARMER RED POLKA DOT,12,2011-10-21 10:40,2.9,C17052,Germany,clothing,autumn,1.85,3.3,4,0.465,2.333,1.336,6,0.483,0,16.7,1.9,7,22,1,0,0,0.4672,1.2635,0
INV505124,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,3,2010-08-10 14:52,2.44,C12063,United Kingdom,kitchen,summer,2.1,2.87,3,0.218,0.658,1.017,7,0.327,0,3.4,0.8,1,7,1,1,0,0.3752,3.0785,0
INV505125,22384,LUNCH BAG PINK POLKADOT,4,2010-01-15 12:22,1.56,C18280,Portugal,bags,winter,1.65,1.62,2,0.472,2.368,0.699,2,0.517,1,4.4,0.2,1,10,1,0,0,0.361,2.0312,0
INV505126,71053,WHITE METAL LANTERN,27,2011-08-10 10:15,4.02,C15003,United Kingdom,home_decor,summer,3.39,4.35,2,0.61,1.913,1.166,4,0.39,0,5.7,1.4,1,10,1,1,0,0.279,2.0559,0
INV505127,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2010-11-10 13:57,5.97,C15421,United Kingdom,home_decor,autumn,4.25,6.15,4,1.318,4.758,1.392,5,0.356,1,19.2,0.7,8,7,1,0,0,0.4518,1.3396,0
INV505128,85099B,JUMBO BAG RED RETROSPOT,3,2011-06-11 12:16,2.16,C17860,United Kingdom,bags,summer,2.08,1.89,3,0.255,0.677,0.982,7,0.098,0,5.6,2.2,1,6,1,0,0,0.33,1.6853,1
INV505129,85099B,JUMBO BAG RED RETROSPOT,1,2010-09-10 09:26,2.36,C17240,United Kingdom,bags,autumn,2.08,2.42,1,0.374,1.557,0.969,2,0.592,1,17.8,0.8,4,10,1,0,0,0.3415,1.5534,0
INV505130,23084,RABBIT NIGHT LIGHT,1,2011-10-03 13:58,2.18,C18383,United Kingdom,home_decor,autumn,1.65,2.31,3,0.245,1.244,0.922,2,0.461,0,10.0,0.7,2,10,1,0,0,0.4458,1.8812,0
INV505131,22086,PAPER CHAIN KIT 50S CHRISTMAS,1,2011-04-08 09:35,2.96,C14145,United Kingdom,seasonal,spring,2.95,2.82,4,0.612,2.631,0.951,5,0.534,0,13.2,1.5,2,5,1,0,1,0.6016,1.6082,0
INV505132,85099B,JUMBO BAG RED RETROSPOT,10,2011-08-03 15:10,2.43,C13252,United Kingdom,bags,summer,2.08,2.18,2,0.739,3.475,0.931,3,0.407,0,8.2,0.9,1,3,0,0,1,0.5403,1.491,0
INV505133,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2011-06-30 10:40,5.0,C14647,United Kingdom,home_decor,summer,4.25,5.32,1,0.442,2.257,0.778,3,0.43,0,11.3,2.1,3,3,0,0,1,0.29,1.0,1
INV505134,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-01-29 12:17,4.73,C13255,United Kingdom,home_decor,winter,4.25,4.62,2,1.092,3.601,0.617,4,0.419,1,2.8,0.8,1,10,1,0,1,0.4171,2.1015,1
INV505135,22633,HAND WARMER UNION JACK,2,2011-06-08 14:52,2.15,C14752,Spain,clothing,summer,1.85,2.18,3,0.365,1.376,0.889,6,0.176,1,3.7,0.3,1,9,1,0,0,0.3946,1.6975,0
INV505136,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,2010-08-31 13:06,2.43,C15751,United Kingdom,kitchen,summer,2.1,2.9,3,0.19,0.633,0.804,8,0.283,0,6.0,0.7,1,3,0,0,1,0.2573,1.9732,0
INV505137,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2010-12-16 11:41,3.9,C18306,United Kingdom,clothing,winter,3.39,3.91,2,0.613,2.037,1.642,2,0.409,1,26.8,2.5,5,22,0,0,1,0.4091,2.036,0
INV505138,20725,LUNCH BAG RED RETROSPOT,3,2010-02-06 12:53,1.57,C14407,United Kingdom,bags,winter,1.65,1.69,4,0.374,1.547,0.958,8,0.498,0,9.7,1.6,10,13,1,0,1,0.3583,2.0785,0
INV505139,22086,PAPER CHAIN KIT 50S CHRISTMAS,1,2011-02-19 12:54,3.21,C16721,Netherlands,seasonal,winter,2.95,3.1,3,0.819,3.395,0.676,8,0.175,1,1.9,0.8,3,26,1,0,0,0.4538,2.7704,1
INV505140,47566,PARTY BUNTING,4,2010-09-22 13:19,6.07,C15444,United Kingdom,seasonal,autumn,4.95,6.23,1,0.277,1.387,1.004,2,0.496,1,8.2,0.7,1,10,1,0,0,0.3894,2.6259,1
INV505141,20725,LUNCH BAG RED RETROSPOT,3,2010-08-24 13:24,1.69,C17534,United Kingdom,bags,summer,1.65,1.67,4,0.376,1.375,0.792,3,0.372,1,6.5,0.2,1,6,1,0,0,0.4091,2.5367,0
INV505142,22086,PAPER CHAIN KIT 50S CHRISTMAS,3,2011-02-15 09:12,3.42,C15151,United Kingdom,seasonal,winter,2.95,4.07,1,0.348,1.186,0.864,7,0.559,0,11.3,2.1,2,9,0,0,1,0.4593,1.18,0
INV505143,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2010-01-18 16:34,1.52,C14139,United Kingdom,home_decor,winter,1.69,1.55,4,0.193,0.537,0.667,8,0.122,1,7.5,0.6,7,10,1,1,0,0.2733,2.1192,0
INV505144,20725,LUNCH BAG RED RETROSPOT,29,2010-08-06 08:36,2.02,C12975,United Kingdom,bags,summer,1.65,2.01,4,0.189,0.625,1.35,2,0.523,1,,1.8,1,4,0,1,1,0.3751,2.372,0
INV505145,47566,PARTY BUNTING,3,2011-08-31 10:37,5.26,C14617,United Kingdom,seasonal,summer,4.95,5.54,4,1.139,3.777,0.896,4,0.407,0,,1.3,8,23,0,0,1,0.4662,1.0,1
INV505146,22457,NATURAL SLATE HEART CHALKBOARD,11,2010-07-12 10:55,1.12,C15979,United Kingdom,home_decor,summer,1.06,1.13,5,0.15,0.558,1.092,8,0.159,1,6.9,3.1,4,11,1,0,1,0.3471,2.0288,1
INV505147,84406B,CREAM CUPID HEARTS COAT HANGER,3,2009-12-22 14:51,2.88,C14073,United Kingdom,home_decor,winter,2.75,2.44,6,0.702,2.781,1.291,6,0.213,0,11.1,1.1,3,13,1,0,0,0.3922,1.9957,0
INV505148,23170,CERAMIC BOWL WITH POLKADOT DESIGN,37,2011-07-07 19:28,4.99,C14346,United Kingdom,kitchen,summer,3.75,4.66,5,1.278,3.897,1.04,5,0.121,0,6.3,2.6,4,10,1,0,0,0.43,1.8482,1
INV505149,84406B,CREAM CUPID HEARTS COAT HANGER,1,2010-07-07 11:25,3.02,C15060,United Kingdom,home_decor,summer,2.75,3.07,4,0.196,1.048,0.905,4,0.401,1,1.6,1.1,3,11,1,0,0,0.3074,2.0054,0
INV505150,22960,JAM MAKING SET WITH JARS,6,2010-06-18 12:32,4.58,C13861,United Kingdom,kitchen,summer,4.25,4.48,2,0.774,2.48,0.964,6,0.303,1,7.2,0.8,3,4,1,0,0,0.3329,1.8667,0
INV505151,22086,PAPER CHAIN KIT 50S CHRISTMAS,4,2011-09-25 14:19,3.34,C14399,United Kingdom,seasonal,autumn,2.95,2.92,1,1.057,4.512,0.902,5,0.521,0,2.9,1.4,1,2,0,0,1,0.4954,2.4823,1
INV505152,23084,RABBIT NIGHT LIGHT,45,2010-10-26 15:42,2.06,C13652,United Kingdom,home_decor,autumn,1.65,2.22,4,0.519,1.459,1.412,5,0.259,0,5.2,2.8,3,10,1,0,0,0.4876,2.2328,1
INV505153,23084,RABBIT NIGHT LIGHT,2,2010-10-30 13:36,1.87,C14583,United Kingdom,home_decor,autumn,1.65,1.58,3,0.212,0.819,1.17,8,0.184,0,4.0,0.6,4,5,0,0,1,0.3013,2.5743,0
INV505154,22632,HAND WARMER RED POLKA DOT,5,2011-04-01 12:55,2.05,C17006,United Kingdom,clothing,spring,1.85,1.85,1,0.443,2.299,0.704,5,0.238,0,,1.6,2,8,0,0,0,0.3725,1.55,0
INV505155,22086,PAPER CHAIN KIT 50S CHRISTMAS,1,2010-12-10 15:01,3.82,C15796,France,seasonal,winter,2.95,3.95,3,0.806,2.19,1.681,5,0.476,1,5.2,0.5,2,1,1,0,0,0.5658,2.4955,1
INV505156,22114,HOT WATER BOTTLE TEA AND SYMPATHY,3,2010-04-23 10:36,4.46,C12155,United Kingdom,clothing,spring,4.65,4.16,1,0.843,2.35,0.906,8,0.279,0,8.3,1.7,1,8,1,1,1,0.3209,3.0457,0
INV505157,21928,JUMBO STORAGE BAG SUKI,7,2010-07-13 15:59,1.97,C16163,United Kingdom,bags,summer,2.08,1.76,1,0.118,0.312,0.845,8,0.095,0,,0.8,1,9,0,0,0,0.2615,2.7217,0
INV505158,22752,SET 7 BABUSHKA NESTING BOXES,22,2010-08-01 09:25,10.14,C14989,United Kingdom,toys,summer,7.65,9.95,2,2.316,11.201,1.245,3,0.217,1,14.6,2.2,4,9,1,0,0,0.3442,1.352,0
INV505159,22114,HOT WATER BOTTLE TEA AND SYMPATHY,3,2011-06-01 14:27,6.28,C16392,United Kingdom,clothing,summer,4.65,6.3,0,0.827,2.792,0.932,5,0.556,1,16.7,1.0,3,4,1,0,0,0.374,1.5002,0
INV505160,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2010-01-27 12:49,1.54,C15942,United Kingdom,home_decor,winter,1.69,1.48,2,0.355,1.85,0.768,1,0.611,1,6.3,0.2,2,23,1,0,0,0.4119,3.0906,1
INV505161,21928,JUMBO STORAGE BAG SUKI,2,2011-01-10 09:14,2.37,C14212,United Kingdom,bags,winter,2.08,2.22,2,0.646,3.246,0.75,8,0.161,0,18.6,2.5,2,7,1,0,1,0.4058,1.303,1
INV505162,21174,CABINET WITH FAIRY DOORS,22,2011-11-30 12:11,13.9,C12964,Australia,home_decor,autumn,9.95,15.66,2,2.594,11.026,1.788,4,0.18,0,3.6,4.4,4,6,0,0,0,0.3754,2.031,1
INV505163,47566,PARTY BUNTING,3,2010-11-08 13:17,6.78,C13516,United Kingdom,seasonal,autumn,4.95,7.12,8,1.283,4.37,1.733,3,0.405,0,8.2,0.6,1,30,1,1,0,0.5774,1.6088,0
INV505164,22111,SCOTTIE DOG HOT WATER BOTTLE,4,2010-02-06 11:46,4.18,C15143,United Kingdom,clothing,winter,4.65,4.28,3,1.182,6.419,0.718,2,0.224,1,6.5,0.9,1,15,0,0,0,0.4722,2.9798,0
INV505165,22633,HAND WARMER UNION JACK,10,2011-08-31 10:56,2.1,C15561,United Kingdom,clothing,summer,1.85,2.43,2,0.246,1.138,0.753,7,0.231,0,9.7,0.9,2,13,1,0,0,0.3827,1.7001,1
INV505166,22383,LUNCH BAG SUKI DESIGN,5,2011-03-18 13:56,1.78,C12234,United Kingdom,bags,spring,1.65,1.82,4,0.387,1.283,1.195,1,0.424,1,9.2,2.6,5,10,0,1,1,0.5078,1.3325,1
INV505167,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2011-04-11 11:26,2.45,C13692,United Kingdom,kitchen,spring,2.1,2.41,3,0.31,1.604,0.848,7,0.124,1,10.2,0.8,1,4,1,1,0,0.355,1.6026,1
INV505168,47566,PARTY BUNTING,1,2010-04-13 12:17,5.17,C16740,United Kingdom,seasonal,spring,4.95,5.0,3,1.327,6.201,0.909,5,0.279,1,5.5,0.2,1,7,1,0,0,0.4808,1.4972,0
INV505169,22086,PAPER CHAIN KIT 50S CHRISTMAS,10,2010-05-07 10:23,2.78,C12355,Germany,seasonal,spring,2.95,2.93,0,0.45,1.248,0.857,6,0.359,0,3.7,0.9,1,12,0,0,0,0.3547,2.5612,1
INV505170,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2010-11-23 12:54,5.45,C12097,United Kingdom,home_decor,autumn,4.25,5.1,3,0.894,2.982,1.236,4,0.239,0,7.6,0.3,4,8,0,0,0,0.3863,2.0803,0
INV505171,20727,LUNCH BAG BLACK SKULL,23,2010-09-23 13:19,1.95,C12553,United Kingdom,bags,autumn,1.65,1.82,5,0.134,0.577,1.312,3,0.304,0,8.5,5.2,2,18,1,0,1,0.4645,2.3457,0
INV505172,22752,SET 7 BABUSHKA NESTING BOXES,4,2010-02-16 14:00,7.67,C14979,United Kingdom,toys,winter,7.65,7.06,1,0.954,4.565,0.693,8,0.315,0,11.8,1.3,3,4,0,0,0,0.2603,2.4989,0
INV505173,22423,REGENCY CAKESTAND 3 TIER,2,2010-02-05 10:02,10.26,C16346,France,kitchen,winter,12.75,11.05,4,3.212,14.046,0.739,4,0.465,0,2.4,0.7,2,12,1,1,0,0.3189,3.2665,0
INV505174,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2011-09-26 12:30,3.88,C15711,United Kingdom,clothing,autumn,3.39,4.04,3,0.465,1.568,0.78,4,0.342,1,6.6,0.5,1,21,0,0,0,0.424,2.4743,1
INV505175,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-11-16 12:41,3.91,C15068,United Kingdom,home_decor,autumn,2.55,3.47,3,0.628,2.406,1.579,4,,0,3.6,2.8,1,7,0,0,1,0.4917,2.2138,0
INV505176,23298,SPOTTY BUNTING,6,2011-06-30 14:04,6.25,C15429,United Kingdom,seasonal,summer,4.95,5.98,1,1.067,3.016,0.758,1,0.664,1,12.6,1.6,1,10,1,0,0,0.4947,2.0933,1
INV505177,22423,REGENCY CAKESTAND 3 TIER,29,2011-01-06 10:02,14.93,C14268,United Kingdom,kitchen,winter,12.75,14.45,3,1.486,5.647,0.849,7,0.175,1,5.2,2.8,2,9,0,0,1,0.2458,2.5771,1
INV505178,23084,RABBIT NIGHT LIGHT,12,2010-06-07 13:44,1.61,C17537,United Kingdom,home_decor,summer,1.65,1.62,0,0.322,1.217,0.819,1,0.434,1,4.0,3.0,2,7,1,0,0,0.2804,2.1174,1
INV505179,22086,PAPER CHAIN KIT 50S CHRISTMAS,1,2010-02-07 18:32,2.5,C12277,United Kingdom,seasonal,winter,2.95,2.29,2,0.403,1.617,0.682,5,,0,3.7,0.3,1,15,1,0,0,0.3384,2.011,0
INV505180,22960,JAM MAKING SET WITH JARS,3,2009-12-03 16:30,4.04,C13681,United Kingdom,kitchen,winter,4.25,5.04,1,1.215,3.384,1.152,6,0.161,0,12.0,0.9,3,8,1,0,0,0.2804,2.2066,0
INV505181,22383,LUNCH BAG SUKI DESIGN,1,2011-08-28 12:10,1.81,C13743,Belgium,bags,summer,1.65,1.71,2,0.515,1.794,0.907,4,0.426,1,23.9,1.6,3,6,0,0,1,0.4829,1.2413,1
INV505182,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,28,2010-01-14 11:05,3.63,C15734,United Kingdom,clothing,winter,3.39,3.64,1,0.982,4.73,1.241,1,0.179,1,10.5,2.0,1,4,0,0,0,0.4478,2.1799,1
INV505183,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2010-07-19 13:30,5.23,C13612,United Kingdom,home_decor,summer,4.25,4.46,4,0.624,2.621,1.229,4,0.524,0,5.3,2.7,2,10,1,1,0,0.2259,2.2418,0
INV505184,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2010-04-26 12:25,3.04,C15063,United Kingdom,clothing,spring,3.39,2.95,2,0.806,3.75,0.617,2,0.509,1,10.2,1.6,1,8,0,1,0,0.415,2.4947,0
INV505185,71053,WHITE METAL LANTERN,2,2010-05-06 14:32,3.19,C13099,France,home_decor,spring,3.39,3.0,0,0.628,2.95,1.031,2,0.528,1,22.2,1.8,4,8,0,1,0,0.3181,1.6634,0
INV505186,22457,NATURAL SLATE HEART CHALKBOARD,3,2010-12-10 14:16,1.28,C12626,United Kingdom,home_decor,winter,1.06,1.33,6,0.164,0.857,1.439,7,0.307,0,5.8,0.3,5,7,1,1,1,0.4694,3.0911,0
